course_title,course_organization,course_certificate_type,course_time,course_rating,course_reviews_num,course_difficulty,course_url,course_students_enrolled,course_skills
"Start the UX Design Process Empathize, Define, and Ideate",Google,Course,1 - 4 Weeks,4.8,13.3k,Beginner,https://www.coursera.org/learn/start-ux-design-process,423355.0,"['User Experience (UX)', 'UX Research', 'Wireframe', 'Prototype', 'User Experience Design (UXD)']"
Statistical Analysis with R for Public Health,Imperial College London,Specialization,3 - 6 Months,4.7,1.8k,Beginner,https://www.coursera.org/specializations/statistical-analysis-r-public-health,30316.0,"['Statistical Thinking', 'Survival Analysis', 'Logistic Regression', 'Data analysis with R', 'Linear Regression']"
Statistics with Python,University of Michigan,Specialization,1 - 3 Months,4.6,3.1k,Beginner,https://www.coursera.org/specializations/statistics-with-python,77446.0,"['Python Programming', 'Data Visualization (DataViz)', 'Statistical Model', 'Statistical inference methods']"
Strategic Leadership and Management,University of Illinois at Urbana-Champaign,Specialization,3 - 6 Months,4.8,8.7k,Beginner,https://www.coursera.org/specializations/strategic-leadership,108408.0,"['Strategic Management', 'Negotiation', 'Leadership', 'Business Strategy']"
"Strategic Leadership Impact, Change, and Decision-Making",Dartmouth College,Specialization,3 - 6 Months,4.8,319,Beginner,https://www.coursera.org/specializations/strategic-leadership-impact-change-decision-making,9599.0,"['Career Fulfillment', 'Self Awareness', 'Personal Development', 'reflection']"
Strategic Management and Innovation,Copenhagen Business School,Specialization,3 - 6 Months,4.7,4.8k,Beginner,https://www.coursera.org/specializations/strategic-management,49516.0,"['Strategic Management', 'Strategy Implementation', 'Strategic Thinking', 'Business Strategy']"
Strategic Sales Management,Fundacao Instituto de Administracao,Specialization,3 - 6 Months,4.5,425,Intermediate,https://www.coursera.org/specializations/sales-management-bridging-gap-strategy-sales,12184.0,"['Sales Strategy', 'Sales Management', 'Project', 'Customer Satisfaction']"
Structuring Machine Learning Projects,DeepLearning.AI,Course,1 - 4 Weeks,4.8,49.4k,Beginner,https://www.coursera.org/learn/machine-learning-projects,436780.0,"['Deep Learning', 'Inductive Transfer', 'Machine Learning', 'Multi-Task Learning', 'Decision-Making']"
Successful Negotiation Essential Strategies and Skills,University of Michigan,Course,1 - 3 Months,4.8,18.7k,Beginner,https://www.coursera.org/learn/negotiation-skills,1471908.0,"['Decision Trees', 'Psychological Tools', 'Negotiation Analysis', 'Developing Power', 'Negotiation']"
Supervised Machine Learning Regression and Classification,DeepLearning.AI,Course,1 - 4 Weeks,4.9,14.7k,Beginner,https://www.coursera.org/learn/machine-learning,468943.0,"['Regularization to Avoid Overfitting', 'Gradient Descent', 'Supervised Learning', 'Linear Regression', 'Logistic Regression for Classification']"
Suporte em TI do Google,Google,Professional Certificate,3 - 6 Months,4.9,6k,Beginner,https://www.coursera.org/professional-certificates/suporte-em-ti-do-google,48447.0,"['Criptografia', 'Seguranca de rede', 'Ciberseguranca', 'Seguranca de redes sem fio', 'Linux', 'Codigo binario', 'Solucion de problemas', 'Soporte al cliente', 'Ipv4', 'Resolucao de problemas', 'Sistema de Nomes de Dominio (DNS)', 'Modelo de rede', 'Servico de Diretorios', 'Backups', 'Diretorios do LDAP', 'Powershell', 'Sistemas de Arquivos do Linux', 'Interface de comando']"
Supply Chain Analytics,Rutgers the State University of New Jersey,Specialization,3 - 6 Months,4.6,1.9k,Beginner,https://www.coursera.org/specializations/supply-chain-analytics,47565.0,"['Inventory Analysis', 'Demand Forecasting', 'Supply Chain Analysis', 'Competitive Analysis']"
Supply Chain Logistics,Rutgers the State University of New Jersey,Course,1 - 4 Weeks,4.8,10.2k,Beginner,https://www.coursera.org/learn/supply-chain-logistics,241914.0,"['Warehouse Management', 'Logistics Planning', 'Supply Chain', 'Inventory']"
Supply Chain Management,Rutgers the State University of New Jersey,Specialization,3 - 6 Months,4.7,13.8k,Beginner,https://www.coursera.org/specializations/supply-chain-management,162899.0,"['Forecasting', 'Logistics', 'Supply Chain', 'Lean Six Sigma', 'Supply Chain Risk Management']"
Supply Chain Principles,Georgia Institute of Technology,Course,1 - 3 Months,4.6,2k,Mixed,https://www.coursera.org/learn/supply-chain-principles,86164.0,"['Procurement', 'Supply Chain', 'Transporting']"
Survey Data Collection and Analytics,"University of Maryland, College Park",Specialization,3 - 6 Months,4.3,1.3k,Beginner,https://www.coursera.org/specializations/data-collection,18545.0,"['Data Collection', 'Cluster Sampling', 'R Programming', 'Missing Data']"
System Administration and IT Infrastructure Services,Google,Course,1 - 3 Months,4.7,23.6k,Beginner,https://www.coursera.org/learn/system-administration-it-infrastructure-services,389938.0,"['Directory Service', 'Lightweight Directory Access Protocol (LDAP)', 'Backup']"
Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai,Specialization,3 - 6 Months,4.4,929,Intermediate,https://www.coursera.org/specializations/systems-biology,22565.0,"['Biology', 'Molecular Biology', 'Dynamical Systems', 'Matlab']"
"TESOL Certificate, Part 1 Teach English Now",Arizona State University,Specialization,3 - 6 Months,4.9,16.9k,Beginner,https://www.coursera.org/specializations/tesol,76383.0,"['Education', 'Online Learning']"
"TESOL Certificate, Part 2 Teach English Now",Arizona State University,Specialization,3 - 6 Months,4.9,3.7k,Beginner,https://www.coursera.org/specializations/tesol-certificate-2,28610.0,"['Teaching', 'English Language', 'Lesson Plan', 'Speech']"
Tableau Business Intelligence Analyst,Tableau Learning Partner,Professional Certificate,3 - 6 Months,4.8,72,Beginner,https://www.coursera.org/professional-certificates/tableau-business-intelligence-analyst,5132.0,"['Data Management', 'Presentation Skills', 'Data Analysis', 'Tableau Software', 'Reporting Skills', 'data visualizations']"
Talent Acquisition,HRCI,Course,1 - 4 Weeks,4.8,188,Beginner,https://www.coursera.org/learn/talent-acquisition,15469.0,"['Employee Onboarding', 'Job Analysis', 'Recruitment', 'interviewing']"
Tally Bookkeeper,Tally Education,Professional Certificate,3 - 6 Months,4.5,90,Beginner,https://www.coursera.org/professional-certificates/tally-bookkeeper,6996.0,"['Bookkeeping', 'business accounting', 'tally prime', 'Banking', 'Finance']"
Teamwork Skills Communicating Effectively in Groups,University of Colorado Boulder,Course,1 - 4 Weeks,4.7,3.2k,Beginner,https://www.coursera.org/learn/teamwork-skills-effective-communication,199099.0,"['teamwork', 'diversity', 'Communication', 'Conflict Management', 'technology']"
Technical Support Fundamentals,Google,Course,1 - 3 Months,4.8,145.1k,Beginner,https://www.coursera.org/learn/technical-support-fundamentals,1619616.0,"['Binary Code', 'Customer Support', 'Linux', 'Troubleshooting']"
TensorFlow Advanced Techniques,DeepLearning.AI,Specialization,3 - 6 Months,4.8,1.4k,Intermediate,https://www.coursera.org/specializations/tensorflow-advanced-techniques,25821.0,"['Model Interpretability', 'Custom Training Loops', 'Custom and Exotic Models', 'Generative Machine Learning', 'Object Detection']"
TensorFlow Data and Deployment,DeepLearning.AI,Specialization,3 - 6 Months,4.6,1.3k,Intermediate,https://www.coursera.org/specializations/tensorflow-data-and-deployment,32969.0,"['Machine Learning', 'Tensorflow', 'advanced deployment', 'Object Detection', 'JavaScript']"
Terrorism and Counterterrorism Comparing Theory and Practice,Universiteit Leiden,Course,1 - 3 Months,4.8,3.1k,Beginner,https://www.coursera.org/learn/terrorism,118500.0,"['History', 'counterterrorism', 'International Law', 'Terrorism Studies', 'Policy Analysis']"
The Art of Visual Storytelling,University of Colorado Boulder,Specialization,3 - 6 Months,4.6,28,Beginner,https://www.coursera.org/specializations/the-art-of-visual-storytelling,3908.0,"['scripting', 'visual storytelling', 'Graphics', 'Videography', 'Editing']"
The Arts and Science of Relationships Understanding Human Needs,University of Toronto,Course,1 - 3 Months,4.5,1.6k,Beginner,https://www.coursera.org/learn/human-needs,206340.0,"['Psychology', 'Assertiveness', 'Communication', 'Building Relationships']"
The Bits and Bytes of Computer Networking,Google,Course,1 - 3 Months,4.7,46.2k,Beginner,https://www.coursera.org/learn/computer-networking,684788.0,"['Domain Name System (DNS)', 'Ipv4', 'Network Model', 'Troubleshooting']"
The Business of Health Care,University of Pennsylvania,Specialization,3 - 6 Months,4.6,1.7k,Beginner,https://www.coursera.org/specializations/healthcare-administration-management,18237.0,"['Insurance', 'Health Economics']"
The Business of Music Production,Berklee,Specialization,3 - 6 Months,4.8,4.9k,Beginner,https://www.coursera.org/specializations/business-music-production,9178.0,"['Copyright', 'Music production', 'Contracts', 'Pro Tools', 'Music recording']"
The DIY Musician,Berklee,Specialization,3 - 6 Months,4.7,3.4k,Beginner,https://www.coursera.org/specializations/diy-musician,18128.0,"['Crowdfunding', 'Music production', 'Social Media', 'Songwriting', 'Music recording']"
The Fundamentals of Personal Finance,SoFi,Specialization,3 - 6 Months,4.6,219,Beginner,https://www.coursera.org/specializations/personal-finance-fundamentals,9020.0,"['Personal Finance', 'Budget', 'Debt Management Plan', 'money', 'Retirement']"
The Manager's Toolkit A Practical Guide to Managing People at Work,University of London,Course,1 - 3 Months,4.7,3.6k,Mixed,https://www.coursera.org/learn/people-management,147248.0,"['Decision-Making', 'Leadership', 'Management', 'Performance Management']"
The Materiality of ESG Factors,University of Pennsylvania,Specialization,3 - 6 Months,4.7,858,Beginner,https://www.coursera.org/specializations/materiality-esg-factors,13321.0,"['ESG', 'Investment', 'Climate Change', 'Finance', 'social activism']"
The Path to Insights Data Models and Pipelines,Google,Course,1 - 4 Weeks,4.7,249,Advanced,https://www.coursera.org/learn/the-path-to-insights-data-models-and-pipelines,18866.0,"['Data Management', 'Google DataflowGoogle BigQuery', 'Extraction, Transformation And Loading (ETL)', 'Database Optimization', 'Data transformation']"
The Power of Statistics,Google,Course,1 - 3 Months,4.8,270,Advanced,https://www.coursera.org/learn/the-power-of-statistics,22700.0,"['Statistical Analysis', 'Python Programming', 'Effective Communication', 'Statistical Hypothesis Testing', 'Probability Distribution']"
The Pronunciation of American English,"University of California, Irvine",Specialization,3 - 6 Months,4.8,955,Beginner,https://www.coursera.org/specializations/american-english-pronunciation,36409.0,"['English Language', 'Pronunciation']"
The Science of Well-Being,Yale University,Course,1 - 3 Months,4.9,36.8k,Mixed,https://www.coursera.org/learn/the-science-of-well-being,4594817.0,"['Gratitude', 'Happiness', 'Meditation', 'Savoring']"
The Singer Songwriter,Berklee,Specialization,3 - 6 Months,4.8,4.1k,Beginner,https://www.coursera.org/specializations/singer-songwriter,22093.0,"['Music production', 'Ableton', 'Singing', 'Songwriting', 'Guitar']"
The Strategy of Content Marketing,"University of California, Davis",Course,1 - 3 Months,4.5,4.2k,Intermediate,https://www.coursera.org/learn/content-marketing,484753.0,"['Management', 'Content Marketing', 'Copywriting', 'Writing']"
The hidden value Lean in manufacturing and services,Ecole des Ponts ParisTech,Course,1 - 4 Weeks,4.8,772,Beginner,https://www.coursera.org/learn/lean-manufacturing-services,30952.0,"['Value Stream Mapping', 'Lean Manufacturing', 'Lean Thinking', 'Lean Methods']"
Think Outside the Inbox Email Marketing,Google,Course,1 - 3 Months,4.8,1.4k,Beginner,https://www.coursera.org/learn/think-outside-the-inbox,97239.0,"['Email Writing', 'Email list segmentation', 'Email marketing strategy', 'Email marketing analytics', 'Contact management']"
Think like a CFO,IESE Business School,Specialization,3 - 6 Months,4.8,5.7k,Beginner,https://www.coursera.org/specializations/thinklikeacfo,14114.0,"['Bonds', 'Corporate Finance', 'Dividend Policy', 'Stocks', 'Market Efficiency', 'Dupont Analysis', 'Management Accounting', 'Business Analysis', 'Finance', 'Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet', 'Financial Risk', 'Evaluation', 'Investment']"
Tools for Data Science,IBM,Course,1 - 3 Months,4.5,27.5k,Beginner,https://www.coursera.org/learn/open-source-tools-for-data-science,417032.0,"['Data Science', 'Github', 'Python Programming', 'Jupyter notebooks', 'Rstudio']"
Tools of the Trade Linux and SQL,Google,Course,1 - 4 Weeks,4.8,1.5k,Beginner,https://www.coursera.org/learn/linux-and-sql,83945.0,"['Linux', 'Command line interface (CLI)', 'Bash', 'SQL']"
Trading Strategies in Emerging Markets,Indian School of Business,Specialization,3 - 6 Months,4.2,2.6k,Beginner,https://www.coursera.org/specializations/trading-strategy,61143.0,"['Trading Strategy', 'Algorithmic Trading', 'Financial Ratio', 'Trading']"
Transforming the Fashion Business,"Parsons School of Design, The New School",Specialization,1 - 3 Months,4.7,414,Intermediate,https://www.coursera.org/specializations/transforming-fashion-business,10969.0,"['Fashion Design', 'Fashion Systems', 'Sustainability', 'Holistic Product Lifecyle', 'Retail Management']"
U.S. Federal Taxation,University of Illinois at Urbana-Champaign,Specialization,3 - 6 Months,4.8,820,Intermediate,https://www.coursera.org/specializations/united-states-federal-taxation,15895.0,"['Depreciation', 'Federal Tax Returns', 'Tax Law']"
UCI Project Management,"University of California, Irvine",Professional Certificate,3 - 6 Months,4.7,276,Beginner,https://www.coursera.org/professional-certificate/applied-project-management,1638.0,"['Schedule', 'Project', 'Program Management', 'Project Planning']"
UI UX Design,California Institute of the Arts,Specialization,3 - 6 Months,4.7,7.2k,Beginner,https://www.coursera.org/specializations/ui-ux-design,168771.0,"['Website Wireframe', 'strategy', 'User Interface Design (UI Design)', 'User Experience (UX)', 'User Research']"
